"Message ID","Date","Event","Instrument","Action","Transect","Station","Cast","Latitude","Longitude","Seafloor","Author","Comment","Cruise","R2R_Event","dateTimeUTC","GPS_Time","dateTime8601","Revisions"
641,Mon  09 Aug 2021 23:53:34 +0000,"20210809.2353.003","Aerosol Sampler","recover","NaN","NaN","NaN"," 35.204570"," -123.101180",,"dCapone",,"rr2105","rr2105-SE-20210809.2353.003","20210809.2353","2021/08/09 23:53:34","2021-08-09T23:53:34+00:00",
642,Mon  09 Aug 2021 23:54:03 +0000,"20210809.2354.001","Coriolis","deploy","NaN","NaN","NaN"," 35.204523"," -123.101164",,"dCapone","Ok to burn (control)","rr2105","rr2105-SE-20210809.2354.001","20210809.2354","2021/08/09 23:54:03","2021-08-09T23:54:03+00:00",
643,Mon  09 Aug 2021 23:54:31 +0000,"20210809.2354.002","Aerosol Sampler","deploy","NaN","NaN","NaN"," 35.204513"," -123.101144",,"dCapone","Ok to deploy (control)","rr2105","rr2105-SE-20210809.2354.002","20210809.2354","2021/08/09 23:54:31","2021-08-09T23:54:31+00:00",
644,Tue  10 Aug 2021 01:21:43 +0000,"20210810.0121.001","Bongo Net","deploy","1","7","NaN"," 35.203037"," -123.105401",,"gcawley",,"rr2105","rr2105-SE-20210810.0121.001","20210810.0121","2021/08/10 01:21:43","2021-08-10T01:21:43+00:00",
645,Tue  10 Aug 2021 01:42:05 +0000,"20210810.0142.001","Salp Net","deploy",,,," 35.198146"," -123.110645",,"smatthews",,,"rr2105-SE-20210810.0142.001","20210810.0142","2021/08/10 01:42:05","2021-08-10T01:42:05+00:00",
646,Tue  10 Aug 2021 05:37:32 +0000,"20210810.0537.001","CTD911","deploy","California Current Transect (CCT)","Station 8","93"," 35.176895"," -122.299370",,"nllopism",,"rr2105","rr2105-SE-20210810.0537.001","20210810.0537","2021/08/10 05:37:32","2021-08-10T05:37:32+00:00",
647,Tue  10 Aug 2021 06:01:05 +0000,"20210810.0601.001","CTD911","maxDepth","California Current Transect (CCT)","CCT Station 8","93"," 35.176893"," -122.299404",,"nllopism",,"rr2105","rr2105-SE-20210810.0601.001","20210810.0601","2021/08/10 06:01:05","2021-08-10T06:01:05+00:00",
648,Tue  10 Aug 2021 06:27:39 +0000,"20210810.0627.001","CTD911","recover","California Current Transect (CCT)","CCT Station 8","93"," 35.176881"," -122.299400",,"nllopism",,"rr2105","rr2105-SE-20210810.0627.001","20210810.0627","2021/08/10 06:27:39","2021-08-10T06:27:39+00:00",
649,Tue  10 Aug 2021 06:36:19 +0000,"20210810.0636.001","Trace Metal Rosette","other","California Current Transect (CCT)","Station 8","TMC 39"," 35.176890"," -122.299404",,"rLampe",,"rr2105","rr2105-SE-20210810.0636.001","20210810.0636","2021/08/10 06:36:19","2021-08-10T06:36:19+00:00",
650,Tue  10 Aug 2021 07:40:42 +0000,"20210810.0740.001","Salp Net","deploy",,,," 35.185597"," -122.305348",,"smatthews",,,"rr2105-SE-20210810.0740.001","20210810.0740","2021/08/10 07:40:42","2021-08-10T07:40:42+00:00",
651,Tue  10 Aug 2021 07:52:07 +0000,"20210810.0752.001","Salp Net","recover",,,," 35.185590"," -122.305308",,"smatthews",,,"rr2105-SE-20210810.0752.001","20210810.0752","2021/08/10 07:52:07","2021-08-10T07:52:07+00:00",
652,Tue  10 Aug 2021 12:15:23 +0000,"20210810.1215.001","CTD911","deploy","NaN","NaN","94"," 35.629244"," -121.490603",,"nllopism",,"rr2105","rr2105-SE-20210810.1215.001","20210810.1215","2021/08/10 12:15:23","2021-08-10T12:15:23+00:00",
653,Tue  10 Aug 2021 12:25:09 +0000,"20210810.1225.001","CTD911","maxDepth","NaN","NaN","94"," 35.629242"," -121.490623",,"mthukral",,"rr2105","rr2105-SE-20210810.1225.001","20210810.1225","2021/08/10 12:25:09","2021-08-10T12:25:09+00:00",
654,Tue  10 Aug 2021 12:33:10 +0000,"20210810.1233.001","CTD911","recover","NaN","NaN","94"," 35.629230"," -121.490622",,"nllopism",,"rr2105","rr2105-SE-20210810.1233.001","20210810.1233","2021/08/10 12:33:10","2021-08-10T12:33:10+00:00",
655,Tue  10 Aug 2021 12:47:04 +0000,"20210810.1247.001","Trace Metal Rosette","other","NaN","NaN","TMC 40"," 35.629238"," -121.490604",,"rLampe","L7 incubations","rr2105","rr2105-SE-20210810.1247.001","20210810.1247","2021/08/10 12:47:01","2021-08-10T12:47:00+00:00"," & Tue Aug 10 12:47:14 2021"
656,Tue  10 Aug 2021 14:07:01 +0000,"20210810.1406.001","CTD911","deploy","Transect 2","Station 1","95"," 35.562791"," -121.606209",,"mdecima",,"rr2105","rr2105-SE-20210810.1407.001","20210810.1407","2021/08/10 14:07:01","2021-08-10T14:07:01+00:00",
657,Tue  10 Aug 2021 14:16:04 +0000,"20210810.1416.001","CTD911","maxDepth","transect 2","Station 1","95"," 35.562789"," -121.606204",,"mdecima",,"rr2105","rr2105-SE-20210810.1416.001","20210810.1416","2021/08/10 14:16:04","2021-08-10T14:16:04+00:00",
658,Tue  10 Aug 2021 14:27:25 +0000,"20210810.1427.001","CTD911","recover","Transect 2","Station 1",," 35.562823"," -121.606202",,"mdecima",,"rr2105","rr2105-SE-20210810.1427.001","20210810.1427","2021/08/10 14:27:25","2021-08-10T14:27:25+00:00",
659,Tue  10 Aug 2021 15:04:53 +0000,"20210810.1504.001","Salp Net","deploy",,,," 35.566047"," -121.615465",,"smatthews",,,"rr2105-SE-20210810.1504.001","20210810.1504","2021/08/10 15:04:53","2021-08-10T15:04:53+00:00",
660,Tue  10 Aug 2021 16:27:35 +0000,"20210810.1627.001","CTD911","deploy","Transect 2 - AT","2","96"," 35.429774"," -121.503292",,"mdecima",,"rr2105","rr2105-SE-20210810.1627.001","20210810.1627","2021/08/10 16:27:35","2021-08-10T16:27:35+00:00",
661,Tue  10 Aug 2021 16:41:50 +0000,"20210810.1641.001","CTD911","maxDepth","AT","Station 2",," 35.429757"," -121.503300",,"mlaget",,"rr2105","rr2105-SE-20210810.1641.001","20210810.1641","2021/08/10 16:41:50","2021-08-10T16:41:50+00:00",
662,Tue  10 Aug 2021 16:53:22 +0000,"20210810.1653.001","CTD911","recover","AT","Station 2","93"," 35.429767"," -121.503290",,"mlaget",,"rr2105","rr2105-SE-20210810.1653.001","20210810.1653","2021/08/10 16:53:22","2021-08-10T16:53:22+00:00",
663,Tue  10 Aug 2021 17:00:44 +0000,"20210810.1700.001","Bongo Net","deploy",,,," 35.429799"," -121.504153",,"smatthews",,,"rr2105-SE-20210810.1700.001","20210810.1700","2021/08/10 17:00:44","2021-08-10T17:00:44+00:00",
664,Tue  10 Aug 2021 17:22:22 +0000,"20210810.1722.001","Bongo Net","recover",,,," 35.429580"," -121.509937",,"smatthews",,,"rr2105-SE-20210810.1722.001","20210810.1722","2021/08/10 17:22:22","2021-08-10T17:22:22+00:00",
665,Tue  10 Aug 2021 17:29:46 +0000,"20210810.1729.001","Salp Net","deploy",,,," 35.429658"," -121.510393",,"smatthews",,,"rr2105-SE-20210810.1729.001","20210810.1729","2021/08/10 17:29:46","2021-08-10T17:29:46+00:00",
666,Tue  10 Aug 2021 18:03:45 +0000,"20210810.1803.001","Salp Net","recover",,,," 35.429655"," -121.510386",,"smatthews",,,"rr2105-SE-20210810.1803.001","20210810.1803","2021/08/10 18:03:45","2021-08-10T18:03:45+00:00",
667,Tue  10 Aug 2021 19:15:19 +0000,"20210810.1915.001","CTD911","deploy","Transect 2 - AT","Station 3","97"," 35.282428"," -121.385475",,"mdecima",,"rr2105","rr2105-SE-20210810.1915.001","20210810.1915","2021/08/10 19:15:19","2021-08-10T19:15:20+00:00",
668,Tue  10 Aug 2021 19:26:56 +0000,"20210810.1926.001","CTD911","maxDepth","Transect 2 - AT","3","97"," 35.282440"," -121.385475",,"mdecima",,"rr2105","rr2105-SE-20210810.1926.001","20210810.1926","2021/08/10 19:26:56","2021-08-10T19:26:56+00:00",
669,Tue  10 Aug 2021 20:01:32 +0000,"20210810.2001.001","Bongo Net","deploy",,,," 35.282737"," -121.385811",,"smatthews",,,"rr2105-SE-20210810.2001.001","20210810.2001","2021/08/10 20:01:32","2021-08-10T20:01:32+00:00",
670,Tue  10 Aug 2021 20:24:48 +0000,"20210810.2024.001","Bongo Net","recover",,,," 35.288546"," -121.392823",,"smatthews",,,"rr2105-SE-20210810.2024.001","20210810.2024","2021/08/10 20:24:48","2021-08-10T20:24:48+00:00",
671,Tue  10 Aug 2021 20:29:33 +0000,"20210810.2029.001","Salp Net","deploy",,,," 35.288510"," -121.392818",,"smatthews",,,"rr2105-SE-20210810.2029.001","20210810.2029","2021/08/10 20:29:33","2021-08-10T20:29:33+00:00",
672,Tue  10 Aug 2021 21:05:33 +0000,"20210810.2105.001","Salp Net","recover",,,," 35.288513"," -121.392828",,"smatthews",,,"rr2105-SE-20210810.2105.001","20210810.2105","2021/08/10 21:05:33","2021-08-10T21:05:33+00:00",
673,Tue  10 Aug 2021 22:29:32 +0000,"20210810.2229.001","CTD911","deploy","California Current Transect (CCT)","9","98"," 35.130977"," -121.259107",,"jAdams",,"rr2105","rr2105-SE-20210810.2229.001","20210810.2229","2021/08/10 22:29:32","2021-08-10T22:29:32+00:00",
674,Tue  10 Aug 2021 22:42:01 +0000,"20210810.2241.001","CTD911","maxDepth","California Current Transect (CCT)","9","98"," 35.130979"," -121.259114",,"jAdams",,"rr2105","rr2105-SE-20210810.2241.001","20210810.2241","2021/08/10 22:42:00","2021-08-10T22:42:01+00:00",
675,Tue  10 Aug 2021 23:00:36 +0000,"20210810.2300.001","CTD911","recover","California Current Transect (CCT)","9","98"," 35.130963"," -121.259093",,"jAdams",,"rr2105","rr2105-SE-20210810.2300.001","20210810.2300","2021/08/10 23:00:36","2021-08-10T23:00:36+00:00",
676,Tue  10 Aug 2021 23:07:18 +0000,"20210810.2307.001","Trace Metal Rosette","other","California Current Transect (CCT)","Station 9","TMC 41"," 35.130992"," -121.259116",,"rLampe",,"rr2105","rr2105-SE-20210810.2307.001","20210810.2307","2021/08/10 23:07:18","2021-08-10T23:07:18+00:00",
677,Tue  10 Aug 2021 23:38:53 +0000,"20210810.2338.001","Bongo Net","deploy","Cct AT","AT 4","Bt 4 haul 39"," 35.131151"," -121.260602",,"mdecima",,"rr2105","rr2105-SE-20210810.2338.001","20210810.2338","2021/08/10 23:38:53","2021-08-10T23:38:53+00:00",
678,Wed  11 Aug 2021 00:02:21 +0000,"20210811.0002.001","Bongo Net","recover","NaN","NaN","NaN"," 35.131527"," -121.271408",,"mdecima",,"rr2105","rr2105-SE-20210811.0002.001","20210811.0002","2021/08/11 00:02:21","2021-08-11T00:02:21+00:00",
679,Wed  11 Aug 2021 00:05:26 +0000,"20210811.0005.001","Salp Net","deploy","CCT - AT","Station 4 AT",," 35.131547"," -121.271372",,"mdecima",,"rr2105","rr2105-SE-20210811.0005.001","20210811.0005","2021/08/11 00:05:26","2021-08-11T00:05:26+00:00",
680,Wed  11 Aug 2021 00:16:09 +0000,"20210811.0016.001","Coriolis","recover","NaN","NaN","NaN"," 35.429806"," -121.503777",,"dCapone",,"rr2105","rr2105-SE-20210811.0016.001","20210810.1700","2021/08/10 16:59:46","2021-08-10T17:00:00+00:00",
681,Wed  11 Aug 2021 00:16:27 +0000,"20210811.0016.002","Aerosol Sampler","recover","NaN","NaN","NaN"," 35.429806"," -121.503777",,"dCapone",,"rr2105","rr2105-SE-20210811.0016.002","20210810.1700","2021/08/10 16:59:46","2021-08-10T17:00:00+00:00",
682,Wed  11 Aug 2021 00:40:19 +0000,"20210811.0040.001","Salp Net","recover","NaN","NaN","NaN"," 35.131303"," -121.271724",,"mdecima",,"rr2105","rr2105-SE-20210811.0040.001","20210811.0040","2021/08/11 00:40:19","2021-08-11T00:40:19+00:00",
683,Wed  11 Aug 2021 01:55:14 +0000,"20210811.0155.001","CTD911","deploy","AT","5","99"," 34.990474"," -121.159805",,"kBarbeau1",,"rr2105","rr2105-SE-20210811.0155.001","20210811.0155","2021/08/11 01:55:14","2021-08-11T01:55:14+00:00",
684,Wed  11 Aug 2021 02:05:43 +0000,"20210811.0205.001","CTD911","maxDepth","AT","5","99"," 34.990437"," -121.159810",,"kBarbeau1",,"rr2105","rr2105-SE-20210811.0205.001","20210811.0205","2021/08/11 02:05:43","2021-08-11T02:05:43+00:00",
685,Wed  11 Aug 2021 02:16:01 +0000,"20210811.0215.001","CTD911","recover","Transect 2 - AT","5","99"," 34.990452"," -121.159803",,"mdecima",,"rr2105","rr2105-SE-20210811.0216.001","20210811.0216","2021/08/11 02:16:01","2021-08-11T02:16:01+00:00",
686,Wed  11 Aug 2021 02:28:36 +0000,"20210811.0228.001","Trace Metal Rosette","other","AT","5","TMC 42"," 34.990393"," -121.159776",,"rLampe",,"rr2105","rr2105-SE-20210811.0228.001","20210811.0228","2021/08/11 02:28:36","2021-08-11T02:28:36+00:00",
687,Wed  11 Aug 2021 02:59:41 +0000,"20210811.0259.001","Bongo Net","deploy","NaN","NaN","NaN"," 34.990777"," -121.161784",,"mdecima",,"rr2105","rr2105-SE-20210811.0259.001","20210811.0259","2021/08/11 02:59:41","2021-08-11T02:59:41+00:00",
688,Wed  11 Aug 2021 03:22:35 +0000,"20210811.0322.001","Salp Net","deploy",,,," 34.991545"," -121.167689",,"smatthews",,,"rr2105-SE-20210811.0322.001","20210811.0322","2021/08/11 03:22:35","2021-08-11T03:22:35+00:00",
689,Wed  11 Aug 2021 05:20:54 +0000,"20210811.0520.001","Other","start","AT","5","NaN"," 34.990554"," -121.169187",,"mdecima","small boat launch for pyrosomes","rr2105","rr2105-SE-20210811.0520.001","20210811.0520","2021/08/11 05:20:54","2021-08-11T05:20:54+00:00",
690,Wed  11 Aug 2021 06:34:49 +0000,"20210811.0634.001","Other","end","AT","5","NaN"," 34.990202"," -121.169795",,"mdecima","small boat recovery","rr2105","rr2105-SE-20210811.0634.001","20210811.0634","2021/08/11 06:34:49","2021-08-11T06:34:49+00:00",
691,Wed  11 Aug 2021 11:05:35 +0000,"20210811.1105.001","CTD911","deploy","AT","6","100"," 34.992498"," -121.160253",,"mthukral","incubation cast","rr2105","rr2105-SE-20210811.1105.001","20210811.1105","2021/08/11 11:05:35","2021-08-11T11:05:35+00:00",
692,Wed  11 Aug 2021 11:15:22 +0000,"20210811.1115.001","CTD911","maxDepth","AT","6","100"," 34.992465"," -121.160284",,"mthukral","incubation cast ","rr2105","rr2105-SE-20210811.1115.001","20210811.1115","2021/08/11 11:15:22","2021-08-11T11:15:23+00:00",
693,Wed  11 Aug 2021 11:23:56 +0000,"20210811.1123.001","CTD911","recover","AT","6","100"," 34.992470"," -121.160260",,"mthukral","incubation cast ","rr2105","rr2105-SE-20210811.1123.001","20210811.1123","2021/08/11 11:23:56","2021-08-11T11:23:56+00:00",
694,Wed  11 Aug 2021 14:08:29 +0000,"20210811.1408.001","CTD911","deploy","NaN","NaN","101"," 34.826310"," -121.023956",,"mlaget",,"rr2105","rr2105-SE-20210811.1408.001","20210811.1408","2021/08/11 14:08:29","2021-08-11T14:08:29+00:00",
695,Wed  11 Aug 2021 14:09:29 +0000,"20210811.1409.001","CTD911","deploy","AT","Station 6","101"," 34.826322"," -121.023965",,"mdecima",,"rr2105","rr2105-SE-20210811.1409.001","20210811.1409","2021/08/11 14:09:29","2021-08-11T14:09:29+00:00",
696,Wed  11 Aug 2021 14:31:04 +0000,"20210811.1431.001","CTD911","maxDepth","AT","Station 6","101"," 34.826299"," -121.023955",,"mlaget",,"rr2105","rr2105-SE-20210811.1431.001","20210811.1431","2021/08/11 14:31:04","2021-08-11T14:31:04+00:00",
697,Wed  11 Aug 2021 14:33:01 +0000,"20210811.1432.001","CTD911","recover","NaN","NaN","101"," 34.826282"," -121.023937",,"mlaget",,"rr2105","rr2105-SE-20210811.1433.001","20210811.1433","2021/08/11 14:33:01","2021-08-11T14:33:01+00:00",
698,Wed  11 Aug 2021 14:41:36 +0000,"20210811.1441.001","Bongo Net","deploy",,,," 34.826846"," -121.025047",,"smatthews",,,"rr2105-SE-20210811.1441.001","20210811.1441","2021/08/11 14:41:35","2021-08-11T14:41:36+00:00",
699,Wed  11 Aug 2021 15:09:56 +0000,"20210811.1509.001","Salp Net","deploy","AT","6","NaN"," 34.830230"," -121.032728",,"mdecima",,"rr2105","rr2105-SE-20210811.1509.001","20210811.1509","2021/08/11 15:09:56","2021-08-11T15:09:56+00:00",
700,Wed  11 Aug 2021 16:46:48 +0000,"20210811.1646.001","CTD911","deploy","AT","7","102"," 34.694928"," -120.926353",,"mlaget",,"rr2105","rr2105-SE-20210811.1646.001","20210811.1646","2021/08/11 16:46:48","2021-08-11T16:46:48+00:00",
701,Wed  11 Aug 2021 16:57:26 +0000,"20210811.1657.001","CTD911","maxDepth","AT","7","102"," 34.694937"," -120.926332",,"kBarbeau1",,"rr2105","rr2105-SE-20210811.1657.001","20210811.1657","2021/08/11 16:57:25","2021-08-11T16:57:26+00:00",
702,Wed  11 Aug 2021 17:07:59 +0000,"20210811.1707.001","CTD911","recover","AT","7","102"," 34.694918"," -120.926325",,"kBarbeau1",,"rr2105","rr2105-SE-20210811.1707.001","20210811.1707","2021/08/11 17:07:59","2021-08-11T17:07:59+00:00",
703,Wed  11 Aug 2021 18:17:10 +0000,"20210811.1817.001","Salp Net","recover","Transect 2","7","NaN"," 34.701138"," -120.934629",,"gcawley",,"rr2105","rr2105-SE-20210811.1817.001","20210811.1817","2021/08/11 18:17:09","2021-08-11T18:17:10+00:00",
704,Wed  11 Aug 2021 19:28:38 +0000,"20210811.1928.001","CTD911","deploy","AT","St 8","103"," 34.542052"," -120.827948",,"mlaget",,"rr2105","rr2105-SE-20210811.1928.001","20210811.1928","2021/08/11 19:28:38","2021-08-11T19:28:38+00:00",
705,Wed  11 Aug 2021 19:46:14 +0000,"20210811.1946.001","CTD911","maxDepth","NaN","NaN","103"," 34.542054"," -120.827963",,"mlaget",,"rr2105","rr2105-SE-20210811.1946.001","20210811.1946","2021/08/11 19:46:14","2021-08-11T19:46:14+00:00",
706,Wed  11 Aug 2021 19:49:22 +0000,"20210811.1949.001","CTD911","recover","NaN","NaN","103"," 34.542078"," -120.827940",,"mlaget",,"rr2105","rr2105-SE-20210811.1949.001","20210811.1949","2021/08/11 19:49:22","2021-08-11T19:49:22+00:00",
707,Wed  11 Aug 2021 23:44:18 +0000,"20210811.2344.001","Coriolis","deploy","NaN","NaN","NaN"," 34.364128"," -121.399272",,"dCapone",,"rr2105","rr2105-SE-20210811.2344.001","20210811.2344","2021/08/11 23:44:18","2021-08-11T23:44:18+00:00",
708,Wed  11 Aug 2021 23:44:33 +0000,"20210811.2344.002","Aerosol Sampler","deploy","NaN","NaN","NaN"," 34.364007"," -121.400169",,"dCapone",,"rr2105","rr2105-SE-20210811.2344.002","20210811.2344","2021/08/11 23:44:32","2021-08-11T23:44:33+00:00",
709,Thu  12 Aug 2021 00:38:19 +0000,"20210812.0038.001","CTD911","deploy","NaN","Deep Thorium Station","104"," 34.359868"," -121.458347","2760","rTorres1",,"rr2105","rr2105-SE-20210812.0038.001","20210812.0005","2021/08/12 00:05:01","2021-08-12T00:05:00+00:00"," & Thu Aug 12 00:45:42 2021"
710,Thu  12 Aug 2021 00:44:41 +0000,"20210812.0044.001","CTD911","maxDepth","NaN","Deep Thorium Station","104"," 34.360070"," -121.457948",,"rTorres1",,"rr2105","rr2105-SE-20210812.0044.001","20210812.0044","2021/08/12 00:44:41","2021-08-12T00:44:41+00:00",
711,Thu  12 Aug 2021 01:23:18 +0000,"20210812.0123.001","CTD911","recover","NaN","Deep Thorium Station","104"," 34.360055"," -121.457939",,"rTorres1",,"rr2105","rr2105-SE-20210812.0123.001","20210812.0123","2021/08/12 01:23:17","2021-08-12T01:23:18+00:00",
712,Thu  12 Aug 2021 02:08:03 +0000,"20210812.0208.001","Bongo Net","deploy",,,," 34.360907"," -121.464148",,"smatthews",,,"rr2105-SE-20210812.0208.001","20210812.0208","2021/08/12 02:08:03","2021-08-12T02:08:03+00:00",
713,Thu  12 Aug 2021 03:06:34 +0000,"20210812.0306.001","Salp Net","deploy",,,," 34.361441"," -121.471808",,"smatthews",,,"rr2105-SE-20210812.0306.001","20210812.0235","2021/08/12 02:35:01","2021-08-12T02:35:00+00:00"," & Fri Aug 13 04:51:19 2021"
714,Thu  12 Aug 2021 03:07:55 +0000,"20210812.0307.001","Salp Net","recover",,,," 34.361453"," -121.471797",,"smatthews",,,"rr2105-SE-20210812.0307.001","20210812.0257","2021/08/12 02:57:01","2021-08-12T02:57:00+00:00"," & Fri Aug 13 04:51:56 2021"
715,Thu  12 Aug 2021 16:45:33 +0000,"20210812.1645.001","CTD911","deploy","DDT dumpsite","DDT-0","105"," 33.567423"," -118.425122",,"rTorres1",,"rr2105","rr2105-SE-20210812.1645.001","20210812.1645","2021/08/12 16:45:33","2021-08-12T16:45:33+00:00",
716,Thu  12 Aug 2021 17:19:41 +0000,"20210812.1719.001","CTD911","maxDepth","DDT dumpsite","DDT-0","105"," 33.567034"," -118.425240",,"rTorres1",,"rr2105","rr2105-SE-20210812.1719.001","20210812.1719","2021/08/12 17:19:40","2021-08-12T17:19:41+00:00",
717,Thu  12 Aug 2021 17:31:20 +0000,"20210812.1731.001","CTD911","recover","DDT Station","DDT-0","105"," 33.567030"," -118.425258",,"rTorres1",,"rr2105","rr2105-SE-20210812.1731.001","20210812.1731","2021/08/12 17:31:20","2021-08-12T17:31:20+00:00",
718,Thu  12 Aug 2021 18:02:26 +0000,"20210812.1802.001","Salp Net","deploy","NaN","NaN","NaN"," 34.420449"," -120.645517",,"anOther",,"rr2105","rr2105-SE-20210812.1802.001","20210715.0805","2021/07/15 08:05:12","2021-07-15T08:05:16+00:00",
719,Thu  12 Aug 2021 18:26:50 +0000,"20210812.1826.001","LargeVolumePump","startSample","NaN","DDT-0","NaN"," 33.567030"," -118.425277",,"kBarbeau1",,"rr2105","rr2105-SE-20210812.1826.001","20210812.1826","2021/08/12 18:26:50","2021-08-12T18:26:50+00:00",
720,Thu  12 Aug 2021 20:44:54 +0000,"20210812.2044.001","Salp Net","deploy","NaN","NaN","NaN"," 34.298828"," -121.005354",,"anOther",,"rr2105","rr2105-SE-20210812.2044.001","20210716.1700","2021/07/16 16:59:57","2021-07-16T17:00:00+00:00",
721,Thu  12 Aug 2021 20:46:55 +0000,"20210812.2046.001","Salp Net","recover","NaN","NaN","NaN"," 34.306661"," -121.022329",,"anOther",,"rr2105","rr2105-SE-20210812.2046.001","20210716.1732","2021/07/16 17:31:57","2021-07-16T17:32:00+00:00",
722,Thu  12 Aug 2021 21:14:43 +0000,"20210812.2114.001","MOCNESS1","deploy","NaN","NaN","NaN"," 36.519086"," -122.295886",,"anOther",,"rr2105","rr2105-SE-20210812.2114.001","20210718.1707","2021/07/18 17:06:57","2021-07-18T17:07:00+00:00",
723,Thu  12 Aug 2021 22:19:12 +0000,"20210812.2219.001","Ring net 333 ","recover","NaN","NaN","NaN"," 35.857594"," -121.617065",,"anOther",,"rr2105","rr2105-SE-20210812.2219.001","20210721.1750","2021/07/21 17:49:57","2021-07-21T17:50:00+00:00",
724,Thu  12 Aug 2021 22:22:53 +0000,"20210812.2222.001","Salp Net","recover","NaN","NaN","NaN"," 35.746648"," -121.675985",,"anOther",,"rr2105","rr2105-SE-20210812.2222.001","20210721.2016","2021/07/21 20:15:57","2021-07-21T20:16:00+00:00",
725,Thu  12 Aug 2021 22:29:54 +0000,"20210812.2229.001","MOCNESS1","recover","NaN","NaN","NaN"," 36.180730"," -122.100552",,"anOther",,"rr2105","rr2105-SE-20210812.2229.001","20210722.2242","2021/07/22 22:41:57","2021-07-22T22:42:00+00:00",
726,Thu  12 Aug 2021 22:31:52 +0000,"20210812.2231.001","Bongo Net","recover","NaN","NaN","NaN"," 36.139745"," -122.145728",,"anOther",,"rr2105","rr2105-SE-20210812.2231.001","20210723.0230","2021/07/23 02:29:57","2021-07-23T02:30:00+00:00",
727,Thu  12 Aug 2021 22:35:19 +0000,"20210812.2235.001","Bongo Net","recover","NaN","NaN","NaN"," 36.146055"," -122.140822",,"anOther",,"rr2105","rr2105-SE-20210812.2235.001","20210723.0444","2021/07/23 04:43:57","2021-07-23T04:44:00+00:00",
728,Thu  12 Aug 2021 22:38:13 +0000,"20210812.2238.001","MOCNESS1","recover","NaN","NaN","NaN"," 36.183426"," -122.169784",,"anOther",,"rr2105","rr2105-SE-20210812.2238.001","20210723.0742","2021/07/23 07:41:57","2021-07-23T07:42:00+00:00",
729,Thu  12 Aug 2021 22:44:15 +0000,"20210812.2244.001","Bongo Net","recover","NaN","NaN","NaN"," 36.187733"," -122.427484",,"anOther",,"rr2105","rr2105-SE-20210812.2244.001","20210724.1626","2021/07/24 16:25:57","2021-07-24T16:26:00+00:00",
730,Thu  12 Aug 2021 22:47:48 +0000,"20210812.2247.001","Ring net 333 ","recover","NaN","NaN","NaN"," 36.195369"," -122.472355",,"anOther",,"rr2105","rr2105-SE-20210812.2247.001","20210725.0100","2021/07/25 00:59:57","2021-07-25T01:00:00+00:00",
731,Thu  12 Aug 2021 22:57:52 +0000,"20210812.2257.001","Bongo Net","recover","NaN","NaN","NaN"," 36.112034"," -122.507547",,"anOther",,"rr2105","rr2105-SE-20210812.2257.001","20210725.1626","2021/07/25 16:25:57","2021-07-25T16:26:00+00:00",
732,Thu  12 Aug 2021 23:03:18 +0000,"20210812.2303.001","Bongo Net","recover","NaN","NaN","NaN"," 36.098097"," -122.455553",,"anOther",,"rr2105","rr2105-SE-20210812.2303.001","20210726.0619","2021/07/26 06:18:57","2021-07-26T06:19:00+00:00",
733,Thu  12 Aug 2021 23:04:28 +0000,"20210812.2304.001","Ring net 333 ","recover","NaN","NaN","NaN"," 36.099162"," -122.456631",,"anOther",,"rr2105","rr2105-SE-20210812.2304.001","20210726.0742","2021/07/26 07:41:57","2021-07-26T07:42:00+00:00",
734,Thu  12 Aug 2021 23:07:11 +0000,"20210812.2307.001","Bongo Net","recover","NaN","NaN","NaN"," 36.271210"," -122.655009",,"anOther",,"rr2105","rr2105-SE-20210812.2307.001","20210728.0520","2021/07/28 05:19:57","2021-07-28T05:20:00+00:00",
735,Thu  12 Aug 2021 23:12:54 +0000,"20210812.2312.001","MOCNESS1","deploy","NaN","NaN","NaN"," 36.278634"," -122.739690",,"anOther",,"rr2105","rr2105-SE-20210812.2312.001","20210728.2330","2021/07/28 23:29:57","2021-07-28T23:30:00+00:00",
736,Thu  12 Aug 2021 23:16:46 +0000,"20210812.2316.001","MOCNESS1","maxDepth","NaN","NaN","NaN"," 36.326509"," -122.760522",,"anOther","1M Mocness @ 465m","rr2105","rr2105-SE-20210812.2316.001","20210729.0607","2021/07/29 06:06:57","2021-07-29T06:07:00+00:00",
737,Thu  12 Aug 2021 23:18:00 +0000,"20210812.2318.001","MOCNESS1","recover","NaN","NaN","NaN"," 36.355552"," -122.773653",,"anOther",,"rr2105","rr2105-SE-20210812.2318.001","20210729.0702","2021/07/29 07:01:57","2021-07-29T07:02:00+00:00",
738,Thu  12 Aug 2021 23:22:05 +0000,"20210812.2322.001","Coriolis","recover","NaN","NaN","NaN"," 33.631131"," -118.543090",,"dCapone",,"rr2105","rr2105-SE-20210812.2322.001","20210812.1600","2021/08/12 15:59:46","2021-08-12T16:00:00+00:00",
739,Thu  12 Aug 2021 23:22:28 +0000,"20210812.2322.002","Aerosol Sampler","recover","NaN","NaN","NaN"," 33.631131"," -118.543090",,"dCapone",,"rr2105","rr2105-SE-20210812.2322.002","20210812.1600","2021/08/12 15:59:46","2021-08-12T16:00:00+00:00",
